user,problem,category,date
2,1051,1,050
2,1052,1,051
2,1053,1,052
2,1054,1,053
2,1055,1,054
2,1056,1,055
2,1057,1,056
2,1058,1,057
2,1059,1,058
2,1060,1,059
2,1061,1,060
2,1062,1,061
2,1063,1,062
2,1064,1,063
2,1065,1,064
2,1066,1,065
2,1067,1,066
2,1068,1,067
2,1069,1,068
2,1070,1,069
2,1071,1,070
2,1072,1,071
2,1073,1,072
2,1074,1,073
2,1075,1,074
2,1076,1,075
2,1077,1,076
2,1078,1,077
2,1079,1,078
2,1080,1,079
2,1081,1,080
2,1082,1,081
2,1083,1,082
2,1084,1,083
2,1085,1,084
2,1086,1,085
2,1087,1,086
2,1088,1,087
2,1089,1,088
2,1090,1,089
2,1091,1,090
2,1092,1,091
2,1093,1,092
2,1094,1,093
2,1095,1,094
2,1096,1,095
2,1097,1,096
2,1098,1,097
2,1099,1,098
2,1100,1,099
2,1101,1,100
2,1102,1,101
2,1103,1,102
2,1104,1,103
2,1105,1,104
2,1106,1,105
2,1107,1,106
2,1108,1,107
2,1109,1,108
2,1110,1,109
2,1111,1,110
2,1112,1,111
2,1113,1,112
2,1114,1,113
2,1115,1,114
2,1116,1,115
2,1117,1,116
2,1118,1,117
2,1119,1,118
2,1120,1,119
2,1121,1,120
2,1122,1,121
2,1123,1,122
2,1124,1,123
2,1125,1,124
2,1126,1,125
2,1127,1,126
2,1128,1,127
2,1129,1,128
2,1130,1,129
2,1131,1,130
2,1132,1,131
2,1133,1,132
2,1134,1,133
2,1135,1,134
2,1136,1,135
2,1137,1,136
2,1138,1,137
2,1139,1,138
2,1140,1,139
2,1141,1,140
2,1142,1,141
2,1143,1,142
2,1144,1,143
2,1145,1,144
2,1146,1,145
2,1147,1,146
2,1148,1,147
2,1149,1,148
2,1150,1,149
2,1151,1,150
2,1152,1,151
2,1153,1,152
2,1154,1,153
2,1155,1,154
2,1156,1,155
2,1157,1,156
2,1158,1,157
2,1159,1,158
2,1160,1,159
2,1161,1,160
2,1162,1,161
2,1163,1,162
2,1164,1,163
2,1165,1,164
2,1166,1,165
2,1167,1,166
2,1168,1,167
2,1169,1,168
2,1170,1,169
2,1171,1,170
2,1172,1,171
2,1173,1,172
2,1174,1,173
2,1175,1,174
2,1176,1,175
2,1177,1,176
2,1178,1,177
2,1179,1,178
2,1180,1,179
2,1181,1,180
2,1182,1,181
2,1183,1,182
2,1184,1,183
2,1185,1,184
2,1186,1,185
2,1187,1,186
2,1188,1,187
2,1189,1,188
2,1190,1,189
2,1191,1,190
2,1192,1,191
2,1193,1,192
2,1194,1,193
2,1195,1,194
2,1196,1,195
2,1197,1,196
2,1198,1,197
2,1199,1,198
2,1200,1,199
2,1201,1,200
2,1202,1,201
2,1203,1,202
2,1204,1,203
2,1205,1,204
2,1206,1,205
2,1207,1,206
2,1208,1,207
2,1209,1,208
2,1210,1,209
2,1211,1,210
2,1212,1,211
2,1213,1,212
2,1214,1,213
2,1215,1,214
2,1216,1,215
2,1217,1,216
2,1218,1,217
2,1219,1,218
2,1220,1,219
2,1221,1,220
2,1222,1,221
2,1223,1,222
2,1224,1,223
2,1225,1,224
2,1226,1,225
2,1227,1,226
2,1228,1,227
2,1229,1,228
2,1230,1,229
2,1231,1,230
2,1232,1,231
2,1233,1,232
2,1234,1,233
2,1235,1,234
2,1236,1,235
2,1237,1,236
2,1238,1,237
2,1239,1,238
2,1240,1,239
2,1241,1,240
2,1242,1,241
2,1243,1,242
2,1244,1,243
2,1245,1,244
2,1246,1,245
2,1247,1,246
2,1248,1,247
2,1249,1,248
2,1250,1,249
2,1251,1,250
2,1252,1,251
2,1253,1,252
2,1254,1,253
2,1255,1,254
2,1256,1,255
2,1257,1,256
2,1258,1,257
2,1259,1,258
2,1260,1,259
2,1261,1,260
2,1262,1,261
2,1263,1,262
2,1264,1,263
2,1265,1,264
2,1266,1,265
2,1267,1,266
2,1268,1,267
2,1269,1,268
2,1270,1,269
2,1271,1,270
2,1272,1,271
2,1273,1,272
2,1274,1,273
2,1275,1,274
2,1276,1,275
2,1277,1,276
2,1278,1,277
2,1279,1,278
2,1280,1,279
2,1281,1,280
2,1282,1,281
2,1283,1,282
2,1284,1,283
2,1285,1,284
2,1286,1,285
2,1287,1,286
2,1288,1,287
2,1289,1,288
2,1290,1,289
2,1291,1,290
2,1292,1,291
2,1293,1,292
2,1294,1,293
2,1295,1,294
2,1296,1,295
2,1297,1,296
2,1298,1,297
2,1299,1,298
2,1300,1,299
2,1301,1,300
2,1302,1,301
2,1303,1,302
2,1304,1,303
2,1305,1,304
2,1306,1,305
2,1307,1,306
2,1308,1,307
2,1309,1,308
2,1310,1,309
2,1311,1,310
2,1312,1,311
2,1313,1,312
2,1314,1,313
2,1315,1,314
2,1316,1,315
2,1317,1,316
2,1318,1,317
2,1319,1,318
2,1320,1,319
2,1321,1,320
2,1322,1,321
2,1323,1,322
2,1324,1,323
2,1325,1,324
2,1326,1,325
2,1327,1,326
2,1328,1,327
2,1329,1,328
2,1330,1,329
2,1331,1,330
2,1332,1,331
2,1333,1,332
2,1334,1,333
2,1335,1,334
2,1336,1,335
2,1337,1,336
2,1338,1,337
2,1339,1,338
2,1340,1,339
2,1341,1,340
2,1342,1,341
2,1343,1,342
2,1344,1,343
2,1345,1,344
2,1346,1,345
2,1347,1,346
2,1348,1,347
2,1349,1,348
2,1350,1,349
2,1351,1,350
2,1352,1,351
2,1353,1,352
2,1354,1,353
2,1355,1,354
2,1356,1,355
2,1357,1,356
2,1358,1,357
2,1359,1,358
2,1360,1,359
2,1361,1,360
2,1362,1,361
2,1363,1,362
2,1364,1,363
2,1365,1,364
2,1366,1,365
2,1367,1,366
2,1368,1,367
2,1369,1,368
2,1370,1,369
2,1371,1,370
2,1372,1,371
2,1373,1,372
2,1374,1,373
2,1375,1,374
2,1376,1,375
2,1377,1,376
2,1378,1,377
2,1379,1,378
2,1380,1,379
2,1381,1,380
2,1382,1,381
2,1383,1,382
2,1384,1,383
2,1385,1,384
2,1386,1,385
2,1387,1,386
2,1388,1,387
2,1389,1,388
3,1001,1,000
3,1002,1,001
3,1003,1,002
3,1004,1,003
3,1005,1,004
3,1006,1,005
3,1007,1,006
3,1008,1,007
3,1009,1,008
3,1010,1,009
3,1011,1,010
3,1012,1,011
3,1013,1,012
3,1014,1,013
3,1015,1,014
3,1016,1,015
3,1017,1,016
3,1018,1,017
3,1019,1,018
3,1020,1,019
3,1021,1,020
3,1022,1,021
3,1023,1,022
3,1024,1,023
3,1025,1,024
3,1026,1,025
3,1027,1,026
3,1028,1,027
3,1029,1,028
3,1030,1,029
3,1031,1,030
3,1032,1,031
3,1033,1,032
3,1034,1,033
3,1035,1,034
3,1036,1,035
3,1037,1,036
3,1038,1,037
3,1039,1,038
3,1040,1,039
3,1041,1,040
3,1042,1,041
3,1043,1,042
3,1044,1,043
3,1045,1,044
3,1046,1,045
3,1047,1,046
3,1048,1,047
3,1049,1,048
3,1050,1,049
3,1051,1,050
3,1052,1,051
3,1053,1,052
3,1054,1,053
3,1055,1,054
3,1056,1,055
3,1057,1,056
3,1058,1,057
3,1059,1,058
3,1060,1,059
3,1061,1,060
3,1062,1,061
3,1063,1,062
3,1064,1,063
3,1065,1,064
3,1066,1,065
3,1067,1,066
3,1068,1,067
3,1069,1,068
3,1070,1,069
3,1071,1,070
3,1072,1,071
3,1073,1,072
3,1074,1,073
3,1075,1,074
3,1076,1,075
3,1077,1,076
3,1078,1,077
3,1079,1,078
3,1080,1,079
3,1081,1,080
3,1082,1,081
3,1083,1,082
3,1084,1,083
3,1085,1,084
3,1086,1,085
3,1087,1,086
3,1088,1,087
3,1089,1,088
3,1090,1,089
3,1091,1,090
3,1092,1,091
3,1093,1,092
3,1094,1,093
3,1095,1,094
3,1096,1,095
3,1097,1,096
3,1098,1,097
3,1099,1,098
3,1100,1,099
3,1101,1,100
3,1102,1,101
3,1103,1,102
3,1104,1,103
3,1105,1,104
3,1106,1,105
3,1107,1,106
3,1108,1,107
3,1109,1,108
3,1110,1,109
3,1111,1,110
3,1112,1,111
3,1113,1,112
3,1114,1,113
3,1115,1,114
3,1116,1,115
3,1117,1,116
3,1118,1,117
3,1119,1,118
3,1120,1,119
3,1121,1,120
3,1122,1,121
3,1123,1,122
3,1124,1,123
3,1125,1,124
3,1126,1,125
3,1127,1,126
3,1128,1,127
3,1129,1,128
3,1130,1,129
3,1131,1,130
3,1132,1,131
3,1133,1,132
3,1134,1,133
3,1135,1,134
3,1136,1,135
3,1137,1,136
3,1138,1,137
3,1139,1,138
3,1140,1,139
3,1141,1,140
3,1142,1,141
3,1143,1,142
3,1144,1,143
3,1145,1,144
3,1146,1,145
3,1147,1,146
3,1148,1,147
3,1149,1,148
3,1150,1,149
3,1151,1,150
3,1152,1,151
3,1153,1,152
3,1154,1,153
3,1155,1,154
3,1156,1,155
3,1157,1,156
3,1158,1,157
3,1159,1,158
3,1160,1,159
3,1161,1,160
3,1162,1,161
3,1163,1,162
3,1164,1,163
3,1165,1,164
3,1166,1,165
3,1167,1,166
3,1168,1,167
3,1169,1,168
3,1170,1,169
3,1171,1,170
3,1172,1,171
3,1173,1,172
3,1174,1,173
3,1175,1,174
3,1176,1,175
3,1177,1,176
3,1178,1,177
3,1179,1,178
3,1180,1,179
3,1181,1,180
3,1182,1,181
3,1183,1,182
3,1184,1,183
3,1185,1,184
3,1186,1,185
3,1187,1,186
3,1188,1,187
3,1189,1,188
3,1190,1,189
3,1191,1,190
3,1192,1,191
3,1193,1,192
3,1194,1,193
3,1195,1,194
3,1196,1,195
3,1197,1,196
3,1198,1,197
3,1199,1,198
3,1200,1,199
3,1201,1,200
3,1202,1,201
3,1203,1,202
3,1204,1,203
3,1205,1,204
3,1206,1,205
3,1207,1,206
3,1208,1,207
3,1209,1,208
3,1210,1,209
3,1211,1,210
3,1212,1,211
3,1213,1,212
3,1214,1,213
3,1215,1,214
3,1216,1,215
3,1217,1,216
3,1218,1,217
3,1219,1,218
3,1220,1,219
3,1221,1,220
3,1222,1,221
3,1223,1,222
3,1224,1,223
3,1225,1,224
3,1226,1,225
3,1227,1,226
3,1228,1,227
3,1229,1,228
3,1230,1,229
3,1231,1,230
3,1232,1,231
3,1233,1,232
3,1234,1,233
3,1235,1,234
3,1236,1,235
3,1237,1,236
3,1238,1,237
3,1239,1,238
3,1240,1,239
3,1241,1,240
3,1242,1,241
3,1243,1,242
3,1244,1,243
3,1245,1,244
3,1246,1,245
3,1247,1,246
3,1248,1,247
3,1249,1,248
3,1250,1,249
3,1251,1,250
3,1252,1,251
3,1253,1,252
3,1254,1,253
3,1255,1,254
3,1256,1,255
3,1257,1,256
3,1258,1,257
3,1259,1,258
3,1260,1,259
3,1261,1,260
3,1262,1,261
3,1263,1,262
3,1264,1,263
3,1265,1,264
3,1266,1,265
3,1267,1,266
3,1268,1,267
3,1269,1,268
3,1270,1,269
3,1271,1,270
3,1272,1,271
3,1273,1,272
3,1274,1,273
3,1275,1,274
3,1276,1,275
3,1277,1,276
3,1278,1,277
3,1279,1,278
3,1280,1,279
3,1281,1,280
3,1282,1,281
3,1283,1,282
3,1284,1,283
3,1285,1,284
3,1286,1,285
3,1287,1,286
3,1288,1,287
3,1289,1,288
4,1001,1,000
4,1002,1,001
4,1003,1,002
4,1004,1,003
4,1005,1,004
4,1006,1,005
4,1007,1,006
4,1008,1,007
4,1009,1,008
4,1010,1,009
4,1011,1,010
4,1012,1,011
4,1013,1,012
4,1014,1,013
4,1015,1,014
4,1016,1,015
4,1017,1,016
4,1018,1,017
4,1019,1,018
4,1020,1,019
4,1021,1,020
4,1022,1,021
4,1023,1,022
4,1024,1,023
4,1025,1,024
4,1026,1,025
4,1027,1,026
4,1028,1,027
4,1029,1,028
4,1030,1,029
4,1031,1,030
4,1032,1,031
4,1033,1,032
4,1034,1,033
4,1035,1,034
4,1036,1,035
4,1037,1,036
4,1038,1,037
4,1039,1,038
4,1040,1,039
4,1041,1,040
4,1042,1,041
4,1043,1,042
4,1044,1,043
4,1045,1,044
4,1046,1,045
4,1047,1,046
4,1048,1,047
4,1049,1,048
4,1050,1,049
4,1051,1,050
4,1052,1,051
4,1053,1,052
4,1054,1,053
4,1055,1,054
4,1056,1,055
4,1057,1,056
4,1058,1,057
4,1059,1,058
4,1060,1,059
4,1061,1,060
4,1062,1,061
4,1063,1,062
4,1064,1,063
4,1065,1,064
4,1066,1,065
4,1067,1,066
4,1068,1,067
4,1069,1,068
4,1070,1,069
4,1071,1,070
4,1072,1,071
4,1073,1,072
4,1074,1,073
4,1075,1,074
4,1076,1,075
4,1077,1,076
4,1078,1,077
4,1079,1,078
4,1080,1,079
4,1081,1,080
4,1082,1,081
4,1083,1,082
4,1084,1,083
4,1085,1,084
4,1086,1,085
4,1087,1,086
4,1088,1,087
4,1089,1,088
4,1090,1,089
4,1091,1,090
4,1092,1,091
4,1093,1,092
4,1094,1,093
4,1095,1,094
4,1096,1,095
4,1097,1,096
4,1098,1,097
4,1099,1,098
4,1100,1,099
4,1101,1,100
4,1102,1,101
4,1103,1,102
4,1104,1,103
4,1105,1,104
4,1106,1,105
4,1107,1,106
4,1108,1,107
4,1109,1,108
4,1110,1,109
4,1111,1,110
4,1112,1,111
4,1113,1,112
4,1114,1,113
4,1115,1,114
4,1116,1,115
4,1117,1,116
4,1118,1,117
4,1119,1,118
4,1120,1,119
4,1121,1,120
4,1122,1,121
4,1123,1,122
4,1124,1,123
4,1125,1,124
4,1126,1,125
4,1127,1,126
4,1128,1,127
4,1129,1,128
4,1130,1,129
4,1131,1,130
4,1132,1,131
4,1133,1,132
4,1134,1,133
4,1135,1,134
4,1136,1,135
4,1137,1,136
4,1138,1,137
4,1139,1,138
4,1140,1,139
4,1141,1,140
4,1142,1,141
4,1143,1,142
4,1144,1,143
4,1145,1,144
4,1146,1,145
4,1147,1,146
4,1148,1,147
4,1149,1,148
4,1150,1,149
4,1151,1,150
4,1152,1,151
4,1153,1,152
4,1154,1,153
4,1155,1,154
4,1156,1,155
4,1157,1,156
4,1158,1,157
4,1159,1,158
4,1160,1,159
4,1161,1,160
4,1162,1,161
4,1163,1,162
4,1164,1,163
4,1165,1,164
4,1166,1,165
4,1167,1,166
4,1168,1,167
4,1169,1,168
4,1170,1,169
4,1171,1,170
4,1172,1,171
4,1173,1,172
4,1174,1,173
4,1175,1,174
4,1176,1,175
4,1177,1,176
4,1178,1,177
4,1179,1,178
4,1180,1,179
4,1181,1,180
4,1182,1,181
4,1183,1,182
4,1184,1,183
4,1185,1,184
4,1186,1,185
4,1187,1,186
4,1188,1,187
4,1189,1,188
4,1190,1,189
4,1191,1,190
4,1192,1,191
4,1193,1,192
4,1194,1,193
4,1195,1,194
4,1196,1,195
4,1197,1,196
4,1198,1,197
4,1199,1,198
4,1200,1,199
4,1201,1,200
4,1202,1,201
4,1203,1,202
4,1204,1,203
4,1205,1,204
4,1206,1,205
4,1207,1,206
4,1208,1,207
4,1209,1,208
4,1210,1,209
4,1211,1,210
4,1212,1,211
4,1213,1,212
4,1214,1,213
4,1215,1,214
4,1216,1,215
4,1217,1,216
4,1218,1,217
4,1219,1,218
4,1220,1,219
4,1221,1,220
4,1222,1,221
4,1223,1,222
4,1224,1,223
4,1225,1,224
4,1226,1,225
4,1227,1,226
4,1228,1,227
4,1229,1,228
4,1230,1,229
4,1231,1,230
4,1232,1,231
4,1233,1,232
4,1234,1,233
4,1235,1,234
4,1236,1,235
4,1237,1,236
4,1238,1,237
4,1239,1,238
4,1240,1,239
4,1241,1,240
4,1242,1,241
4,1243,1,242
4,1244,1,243
4,1245,1,244
4,1246,1,245
4,1247,1,246
4,1248,1,247
4,1249,1,248
4,1250,1,249
4,1251,1,250
4,1252,1,251
4,1253,1,252
4,1254,1,253
4,1255,1,254
4,1256,1,255
4,1257,1,256
4,1258,1,257
4,1259,1,258
4,1260,1,259
4,1261,1,260
4,1262,1,261
4,1263,1,262
4,1264,1,263
4,1265,1,264
4,1266,1,265
4,1267,1,266
4,1268,1,267
4,1269,1,268
4,1270,1,269
4,1271,1,270
4,1272,1,271
4,1273,1,272
4,1274,1,273
4,1275,1,274
4,1276,1,275
4,1277,1,276
4,1278,1,277
4,1279,1,278
4,1280,1,279
4,1281,1,280
4,1282,1,281
4,1283,1,282
4,1284,1,283
4,1285,1,284
4,1286,1,285
4,1287,1,286
4,1288,1,287
4,1289,1,288
4,1290,1,289
4,1291,1,290
4,1292,1,291
4,1293,1,292
4,1294,1,293
4,1295,1,294
4,1296,1,295
4,1297,1,296
4,1298,1,297
4,1299,1,298
4,1300,1,299
4,1301,1,300
4,1302,1,301
4,1303,1,302
4,1304,1,303
4,1305,1,304
4,1306,1,305
4,1307,1,306
4,1308,1,307
4,1309,1,308
4,1310,1,309
4,1311,1,310
4,1312,1,311
4,1313,1,312
4,1314,1,313
4,1315,1,314
4,1316,1,315
4,1317,1,316
4,1318,1,317
4,1319,1,318
4,1320,1,319
4,1321,1,320
4,1322,1,321
4,1323,1,322
4,1324,1,323
4,1325,1,324
4,1326,1,325
4,1327,1,326
4,1328,1,327
4,1329,1,328
4,1330,1,329
4,1331,1,330
4,1332,1,331
4,1333,1,332
4,1334,1,333
4,1335,1,334
4,1336,1,335
4,1337,1,336
4,1338,1,337
4,1339,1,338
4,1340,1,339
4,1341,1,340
4,1342,1,341
4,1343,1,342
4,1344,1,343
4,1345,1,344
4,1346,1,345
4,1347,1,346
4,1348,1,347
4,1349,1,348
4,1350,1,349
4,1351,1,350
4,1352,1,351
4,1353,1,352
4,1354,1,353
4,1355,1,354
4,1356,1,355
4,1357,1,356
4,1358,1,357
4,1359,1,358
4,1360,1,359
4,1361,1,360
4,1362,1,361
4,1363,1,362
4,1364,1,363
4,1365,1,364
4,1366,1,365
4,1367,1,366
4,1368,1,367
4,1369,1,368
4,1370,1,369
4,1371,1,370
4,1372,1,371
4,1373,1,372
4,1374,1,373
4,1375,1,374
4,1376,1,375
4,1377,1,376
4,1378,1,377
4,1379,1,378
5,1001,1,000
5,1002,1,001
5,1003,1,002
5,1004,1,003
5,1005,1,004
5,1006,1,005
5,1007,1,006
5,1008,1,007
5,1009,1,008
5,1010,1,009
5,1011,1,010
5,1012,1,011
5,1013,1,012
5,1014,1,013
5,1015,1,014
5,1016,1,015
5,1017,1,016
5,1018,1,017
5,1019,1,018
5,1020,1,019
5,1021,1,020
5,1022,1,021
5,1023,1,022
5,1024,1,023
5,1025,1,024
5,1026,1,025
5,1027,1,026
5,1028,1,027
5,1029,1,028
5,1030,1,029
5,1031,1,030
5,1032,1,031
5,1033,1,032
5,1034,1,033
5,1035,1,034
5,1036,1,035
5,1037,1,036
5,1038,1,037
5,1039,1,038
5,1040,1,039
5,1041,1,040
5,1042,1,041
5,1043,1,042
5,1044,1,043
5,1045,1,044
5,1046,1,045
5,1047,1,046
5,1048,1,047
5,1049,1,048
5,1050,1,049
5,1051,1,050
5,1052,1,051
5,1053,1,052
5,1054,1,053
5,1055,1,054
5,1056,1,055
5,1057,1,056
5,1058,1,057
5,1059,1,058
5,1060,1,059
5,1061,1,060
5,1062,1,061
5,1063,1,062
5,1064,1,063
5,1065,1,064
5,1066,1,065
5,1067,1,066
5,1068,1,067
5,1069,1,068
5,1070,1,069
5,1071,1,070
5,1072,1,071
5,1073,1,072
5,1074,1,073
5,1075,1,074
5,1076,1,075
5,1077,1,076
5,1078,1,077
5,1079,1,078
5,1080,1,079
5,1081,1,080
5,1082,1,081
5,1083,1,082
5,1084,1,083
5,1085,1,084
5,1086,1,085
5,1087,1,086
5,1088,1,087
5,1089,1,088
5,1090,1,089
5,1091,1,090
5,1092,1,091
5,1093,1,092
5,1094,1,093
5,1095,1,094
5,1096,1,095
5,1097,1,096
5,1098,1,097
5,1099,1,098
5,1100,1,099
5,1101,1,100
5,1102,1,101
5,1103,1,102
5,1104,1,103
5,1105,1,104
5,1106,1,105
5,1107,1,106
5,1108,1,107
5,1109,1,108
5,1110,1,109
5,1111,1,110
5,1112,1,111
5,1113,1,112
5,1114,1,113
5,1115,1,114
5,1116,1,115
5,1117,1,116
5,1118,1,117
5,1119,1,118
5,1120,1,119
5,1121,1,120
5,1122,1,121
5,1123,1,122
5,1124,1,123
5,1125,1,124
5,1126,1,125
5,1127,1,126
5,1128,1,127
5,1129,1,128
5,1130,1,129
5,1131,1,130
5,1132,1,131
5,1133,1,132
5,1134,1,133
5,1135,1,134
5,1136,1,135
5,1137,1,136
5,1138,1,137
5,1139,1,138
5,1140,1,139
5,1141,1,140
5,1142,1,141
5,1143,1,142
5,1144,1,143
5,1145,1,144
5,1146,1,145
5,1147,1,146
5,1148,1,147
5,1149,1,148
5,1150,1,149
5,1151,1,150
5,1152,1,151
5,1153,1,152
5,1154,1,153
5,1155,1,154
5,1156,1,155
5,1157,1,156
5,1158,1,157
5,1159,1,158
5,1160,1,159
5,1161,1,160
5,1162,1,161
5,1163,1,162
5,1164,1,163
5,1165,1,164
5,1166,1,165
5,1167,1,166
5,1168,1,167
5,1169,1,168
5,1170,1,169
5,1171,1,170
5,1172,1,171
5,1173,1,172
5,1174,1,173
5,1175,1,174
5,1176,1,175
5,1177,1,176
5,1178,1,177
5,1179,1,178
5,1180,1,179
5,1181,1,180
5,1182,1,181
5,1183,1,182
5,1184,1,183
5,1185,1,184
5,1186,1,185
5,1187,1,186
5,1188,1,187
5,1189,1,188
5,1190,1,189
5,1191,1,190
5,1192,1,191
5,1193,1,192
5,1194,1,193
5,1195,1,194
5,1196,1,195
5,1197,1,196
5,1198,1,197
5,1199,1,198
5,1200,1,199
5,1201,1,200
5,1202,1,201
5,1203,1,202
5,1204,1,203
5,1205,1,204
5,1206,1,205
5,1207,1,206
5,1208,1,207
5,1209,1,208
5,1210,1,209
5,1211,1,210
5,1212,1,211
5,1213,1,212
5,1214,1,213
5,1215,1,214
5,1216,1,215
5,1217,1,216
5,1218,1,217
5,1219,1,218
5,1220,1,219
5,1221,1,220
5,1222,1,221
5,1223,1,222
5,1224,1,223
5,1225,1,224
5,1226,1,225
5,1227,1,226
5,1228,1,227
5,1229,1,228
5,1230,1,229
5,1231,1,230
5,1232,1,231
5,1233,1,232
5,1234,1,233
5,1235,1,234
5,1236,1,235
5,1237,1,236
5,1238,1,237
5,1239,1,238
5,1240,1,239
5,1241,1,240
5,1242,1,241
5,1243,1,242
5,1244,1,243
5,1245,1,244
5,1246,1,245
5,1247,1,246
5,1248,1,247
5,1249,1,248
5,1250,1,249
5,1251,1,250
5,1252,1,251
5,1253,1,252
5,1254,1,253
5,1255,1,254
5,1256,1,255
5,1257,1,256
5,1258,1,257
5,1259,1,258
5,1260,1,259
5,1261,1,260
5,1262,1,261
5,1263,1,262
5,1264,1,263
5,1265,1,264
5,1266,1,265
5,1267,1,266
5,1268,1,267
5,1269,1,268
5,1270,1,269
5,1271,1,270
5,1272,1,271
5,1273,1,272
5,1274,1,273
5,1275,1,274
5,1276,1,275
5,1277,1,276
5,1278,1,277
5,1279,1,278
5,1280,1,279
5,1281,1,280
5,1282,1,281
5,1283,1,282
5,1284,1,283
5,1285,1,284
5,1286,1,285
5,1287,1,286
5,1288,1,287
